Дата,Цена машиноместа,Количество машиномест,Купит\некупит,Уникальный идентификатор покупки,Скидка,Налог,Стоимость дополнительных услуг,Общая стоимость,Итоговая сумма,Сумма платежа,Комиссия,Итоговая сумма с комиссией,Дополнительные расходы,Сумма дополнительных расходов
4,1693,0,0,731,1.0,1.0,2.0,4902052.3,2456026.15,8.0,8.0,8.0,144549.0,144549.0
23,498,0,0,738,1.0,1.0,3.0,3657484.71,2447323.14,22.0,22.0,22.0,199405.0,199405.0
3,1695,0,0,743,1.0,1.0,17.0,12056030.0,3323928.20411765,17.0,1.0,6.647058823529412,179847.0,100953.0
21,1696,0,0,747,2.0,2.0,3.0,7081504.84,2372834.94666667,4.0,4.0,4.0,231258.0,231258.0
8,925,0,0,748,1.0,1.0,3.0,6669220.39,2228073.46333333,19.0,19.0,19.0,127279.0,127279.0
12,925,0,0,748,3.0,3.0,3.0,6669220.39,2228073.46333333,19.0,19.0,19.0,127279.0,127279.0
23,925,0,0,748,3.0,3.0,3.0,6669220.39,2228073.46333333,19.0,19.0,19.0,127279.0,127279.0
22,1697,0,0,751,1.0,1.0,3.0,9585912.72,3207637.57333333,8.0,8.0,8.0,161037.0,161037.0
12,1700,0,0,772,3.0,3.0,3.0,15033336.7,5030112.23333333,11.0,11.0,11.0,383438.0,383438.0
12,1701,0,0,773,1.0,1.0,3.0,7116103.5,2384367.83333333,9.0,9.0,9.0,192811.0,192811.0
19,926,0,0,780,2.0,2.0,3.0,6636270.46,2218756.82,22.0,16.0,20.0,206357.0,182841.0
21,1704,0,1,792,2.0,2.0,3.0,13966315.92,4668771.97333333,4.0,4.0,4.0,211527.0,211527.0
24,1706,0,0,801,1.0,1.0,4.0,11502123.72,2885780.93,5.0,5.0,5.0,256756.0,256756.0
24,1708,0,0,818,3.0,3.0,3.0,7129546.78,4756531.18666667,4.0,4.0,4.0,150572.0,150572.0
7,70,0,0,830,1.0,1.0,2.0,5591968.02,2800984.01,8.0,8.0,8.0,188277.0,188277.0
13,1325,0,0,832,3.0,3.0,5.0,5998964.07,4142205.628,2.0,1.0,1.6,161295.0,106000.0
8,1712,0,0,874,1.0,1.0,3.0,4125322.23,1387440.74333333,2.0,2.0,2.0,163642.0,163642.0
12,1712,0,0,874,1.0,1.0,3.0,4125322.23,1387440.74333333,2.0,2.0,2.0,163642.0,163642.0
9,1329,0,0,894,1.0,1.0,2.0,4956937.23,2483468.615,10.0,10.0,10.0,153761.0,153761.0
12,1714,0,0,907,1.0,1.0,3.0,8479087.24,2838695.74666667,13.0,13.0,13.0,170261.0,170261.0
23,1331,0,0,909,1.0,1.0,3.0,6995366.4,2344122.13333333,9.0,9.0,9.0,188002.0,188002.0
6,1715,0,0,913,1.0,1.0,8.0,3495508.25,2110039.9625,3.0,2.0,2.375,91815.0,90886.85
21,77,0,1,920,1.0,1.0,3.0,6396327.4,2142109.13333333,10.0,10.0,10.0,164392.0,164392.0
3,1717,0,0,933,1.0,1.0,3.0,2849354.0,1902902.66666667,9.0,9.0,9.0,96500.0,96500.0
9,1718,0,0,950,1.0,1.0,3.0,6661269.1,2232756.36666667,23.0,23.0,23.0,194215.0,194215.0
19,1721,0,0,978,2.0,2.0,3.0,5134945.12,1721648.37333333,10.0,10.0,10.0,187498.0,187498.0
2,1722,0,0,996,1.0,1.0,2.0,5309537.29,2660018.645,6.0,6.0,6.0,125256.0,125256.0
21,948,0,0,1071,2.0,2.0,3.0,13263655.51,4440218.50333333,11.0,11.0,11.0,205226.0,205226.0
15,1725,0,0,1074,1.0,1.0,3.0,4019961.43,1349653.81,7.0,7.0,7.0,173100.0,173100.0
21,1726,0,1,1077,1.0,1.0,6.0,13280757.47,3782705.66333333,22.0,21.0,21.5,172928.0,166343.0
23,1727,0,0,1100,3.0,3.0,3.0,10294045.51,3443681.83666667,13.0,13.0,13.0,171233.0,171233.0
23,1728,0,0,1102,1.0,1.0,3.0,6916249.23,2318749.74333333,4.0,4.0,4.0,166912.0,166912.0
12,526,0,0,1114,1.0,1.0,2.0,7806550.57,3908275.285,6.0,6.0,6.0,149685.0,149685.0
14,1730,0,0,1142,2.0,2.0,3.0,6657136.98,2228712.32666667,16.0,16.0,16.0,295210.0,295210.0
17,1731,0,0,1147,1.0,1.0,3.0,8902649.07,2977549.69,6.0,6.0,6.0,163494.0,163494.0
22,1732,0,1,1149,1.0,1.0,3.0,13905096.06,4645032.02,8.0,8.0,8.0,152763.0,152763.0
12,1736,0,0,1235,1.0,1.0,3.0,7085137.91,2374045.97,26.0,26.0,26.0,264985.0,264985.0
19,1741,0,0,1296,1.0,1.0,3.0,3633062.4,2431371.6,11.0,11.0,11.0,112800.0,112800.0
19,1742,0,0,1297,1.0,1.0,3.0,8524239.4,2851413.13333333,16.0,16.0,16.0,165583.0,165583.0
21,1744,0,0,1314,1.0,1.0,3.0,15567467.75,5209155.91666667,11.0,11.0,11.0,310614.0,310614.0
23,1745,0,1,1327,1.0,1.0,3.0,6226179.5,2085393.16666667,15.0,15.0,15.0,205156.0,205156.0
19,1360,0,0,1339,1.0,1.0,3.0,4216261.07,1415420.35666667,5.0,5.0,5.0,185763.0,185763.0
20,1746,0,0,1348,2.0,2.0,7.0,6457534.96,1833710.47571429,7.0,3.0,4.714285714285714,198415.0,171588.0
19,1748,0,0,1373,1.0,1.0,8.0,8501297.38,2733881.62666667,5.0,5.0,5.0,216281.0,200686.0
18,1749,0,0,1375,1.0,1.0,6.0,6717915.97,1185467.58666667,13.0,13.0,13.0,178488.0,104715.0
17,1750,0,0,1387,1.0,1.0,2.0,5409721.48,2710110.74,10.0,10.0,10.0,160499.0,160499.0
19,1753,0,0,1434,1.0,1.0,3.0,7389644.02,2472881.34,3.0,3.0,3.0,279590.0,279590.0
16,976,0,0,1440,2.0,2.0,3.0,3982028.26,1330676.08666667,13.0,13.0,13.0,186159.0,186159.0
23,1755,1,0,1464,1.0,1.0,8.0,15112725.08,2004728.65,4.0,-1.0,0.875,180333.0,91594.0
11,1756,0,0,1467,1.0,1.0,2.0,3830433.82,1920216.91,9.0,9.0,9.0,181981.0,181981.0
21,1759,0,0,1516,1.0,1.0,3.0,7572537.63,2537512.54333333,10.0,10.0,10.0,283156.0,283156.0
17,1760,0,0,1532,1.0,1.0,2.0,8940055.81,4475277.905,7.0,7.0,7.0,112809.0,112809.0
16,135,0,0,1533,1.0,1.0,3.0,3679230.62,1233076.87333333,17.0,9.0,14.333333333333334,183414.0,178341.0
12,1761,0,0,1536,4.0,4.0,2.0,5482704.19,2746352.095,7.0,7.0,7.0,156030.0,156030.0
9,986,0,0,1539,1.0,1.0,6.0,5798133.72,1920363.62,8.0,8.0,8.0,254891.0,232532.0
6,1762,0,0,1547,1.0,1.0,2.0,5820745.1,2915622.55,15.0,15.0,15.0,159100.0,159100.0
13,1763,0,0,1591,2.0,2.0,2.0,3779567.96,1894783.98,19.0,19.0,19.0,187405.0,187405.0
18,1764,0,0,1596,1.0,1.0,3.0,11220903.52,3759301.17333333,3.0,3.0,3.0,336066.0,336066.0
20,1766,0,0,1642,1.0,1.0,3.0,6642092.69,2223697.56333333,7.0,7.0,7.0,153083.0,153083.0
15,1767,0,0,1675,3.0,3.0,3.0,7513130.35,2516710.11666667,16.0,16.0,16.0,220226.0,220226.0
15,559,0,0,1690,1.0,1.0,3.0,6544042.96,2193680.98666667,29.0,29.0,29.0,174807.0,174807.0
19,559,0,0,1690,1.0,1.0,3.0,6544042.96,2193680.98666667,29.0,29.0,29.0,174807.0,174807.0
21,1382,0,1,1724,1.0,1.0,3.0,6175565.05,2068521.68333333,16.0,16.0,16.0,181158.0,181158.0
18,1771,0,0,1728,2.0,2.0,3.0,8634420.82,2920473.60666667,7.0,7.0,7.0,217510.0,217510.0
8,1384,0,0,1730,1.0,1.0,3.0,9456599.57,3164533.19,13.0,13.0,13.0,169285.0,169285.0
21,1772,0,0,1760,1.0,1.0,3.0,5201716.7,1743905.56666667,13.0,13.0,13.0,195652.0,195652.0
24,1386,0,0,1766,1.0,1.0,3.0,2320603.0,1550402.0,5.0,5.0,5.0,98500.0,98500.0
24,1773,0,0,1769,1.0,1.0,3.0,11012016.65,3683005.55,10.0,10.0,10.0,192162.0,192162.0
6,1775,0,0,1791,1.0,1.0,2.0,11365324.26,5687662.13,8.0,8.0,8.0,178157.0,178157.0
23,1776,0,0,1794,1.0,1.0,4.0,10877453.46,2731113.365,7.0,4.0,6.25,377478.0,276445.0
15,571,0,0,1820,3.0,3.0,6.0,9488600.71,2713779.45166667,23.0,22.0,22.5,249791.0,221164.0
22,1781,0,0,1864,2.0,2.0,2.0,2729920.0,1370210.0,2.0,2.0,2.0,80000.0,80000.0
24,1782,0,0,1870,1.0,1.0,3.0,1904826.0,1273217.33333333,14.0,14.0,14.0,112000.0,112000.0
21,1783,0,0,1873,1.0,1.0,4.0,8732786.62,2202946.655,6.0,2.0,5.0,151790.0,138791.0
23,1784,0,0,1880,1.0,1.0,3.0,10446414.84,3491804.94666667,12.0,12.0,12.0,179653.0,179653.0
8,1786,0,0,1899,1.0,1.0,4.0,6066903.31,1528475.8275,6.0,6.0,6.0,180163.0,104715.0
7,1018,0,0,1936,1.0,1.0,4.0,2082855.0,1012872.0,8.0,3.0,5.5,95500.0,94000.0
22,1788,0,0,1982,1.0,1.0,6.0,12071780.49,2101592.49833333,13.0,-2.0,5.5,320731.0,132850.0
23,1789,0,0,1991,1.0,1.0,2.0,4730659.83,2370329.915,9.0,9.0,9.0,153026.0,153026.0
6,1791,0,0,2002,1.0,1.0,3.0,4190995.51,1409331.83666667,23.0,23.0,23.0,171072.0,171072.0
18,179,0,0,2005,1.0,1.0,3.0,9882769.03,3306589.67666667,2.0,2.0,2.0,160002.0,160002.0
17,181,0,0,2012,1.0,1.0,3.0,2856787.51,1913525.00666667,3.0,3.0,3.0,92482.6,92482.6
23,1793,0,0,2014,1.0,1.0,6.0,21258227.11,3659803.345,15.0,15.0,15.0,306791.0,220692.0
17,1794,0,0,2018,1.0,1.0,3.0,11917426.22,3991475.40666667,10.0,10.0,10.0,335517.0,335517.0
18,1795,0,0,2023,2.0,2.0,3.0,4760010.0,1599003.33333333,25.0,25.0,25.0,194246.0,194246.0
8,1023,0,0,2043,1.0,1.0,2.0,2895166.03,1452583.015,18.0,18.0,18.0,75753.0,75753.0
24,1796,0,0,2051,1.0,1.0,8.0,12463623.59,3166906.5725,14.0,-3.0,7.625,217384.0,87633.0
6,1024,0,0,2055,1.0,1.0,6.0,8477902.07,1477776.95333333,29.0,29.0,29.0,129422.0,98445.0
19,1797,0,0,2059,3.0,3.0,7.0,4498291.44,1286444.21714286,16.0,5.0,9.142857142857142,195205.0,167602.0
24,1798,0,0,2077,2.0,2.0,13.0,7073779.57,1136028.91615385,13.0,2.0,2.8461538461538463,210097.0,181868.0
21,1800,0,0,2092,3.0,3.0,3.0,10084577.51,3387192.50333333,6.0,6.0,6.0,163846.0,163846.0
15,601,0,0,2118,2.0,2.0,3.0,5597610.43,3735073.62,6.0,6.0,6.0,111280.0,111280.0
16,607,1,0,2166,1.0,1.0,4.0,14523004.53,3642501.1325,22.0,-1.0,16.25,2143555.0,172928.0
13,1033,0,0,2182,3.0,3.0,2.0,7721455.83,3865727.915,11.0,11.0,11.0,155939.0,155939.0
13,615,0,0,2227,3.0,3.0,3.0,6009876.69,2015625.56333333,2.0,2.0,2.0,124185.0,124185.0
23,1804,0,1,2246,1.0,1.0,3.0,5736143.59,1922047.86333333,13.0,13.0,13.0,210993.0,210993.0
20,1808,0,0,2294,3.0,3.0,3.0,6834787.05,2290595.68333333,9.0,9.0,9.0,203473.0,203473.0
22,1051,0,1,2324,1.0,1.0,3.0,6191208.35,2073736.11666667,13.0,13.0,13.0,168267.0,168267.0
17,1810,0,0,2325,1.0,1.0,3.0,4328713.92,2894809.28,29.0,29.0,29.0,140954.54,140954.54
14,1811,0,0,2342,1.0,1.0,3.0,7058722.23,2365240.74333333,2.0,2.0,2.0,241474.0,241474.0
23,1812,0,0,2371,1.0,1.0,3.0,6127248.09,2052082.69666667,23.0,23.0,23.0,201567.0,201567.0
20,1814,0,0,2390,1.0,1.0,3.0,6558315.61,2198438.53666667,8.0,8.0,8.0,181322.0,181322.0
11,1815,0,0,2402,1.0,1.0,3.0,6035446.77,2024148.92333333,22.0,22.0,22.0,181016.0,181016.0
20,1055,0,0,2407,3.0,3.0,9.0,2072410.56,1370617.60444444,9.0,5.0,7.0,105000.0,96000.0
15,1816,0,0,2409,3.0,3.0,4.0,4507380.67,1136595.1675,20.0,10.0,12.5,189653.0,182126.0
22,1816,0,0,2409,3.0,3.0,4.0,4507380.67,1136595.1675,20.0,10.0,12.5,189653.0,182126.0
19,217,0,0,2429,1.0,1.0,3.0,12714918.11,4251639.37,22.0,22.0,22.0,221101.0,221101.0
21,1818,0,1,2439,2.0,2.0,3.0,6259669.56,2096556.52,8.0,8.0,8.0,180785.0,180785.0
21,1819,0,0,2451,2.0,2.0,3.0,7624236.47,2553745.49,14.0,14.0,14.0,203444.0,203444.0
19,1820,0,0,2458,1.0,1.0,3.0,7576722.06,2538907.35333333,20.0,20.0,20.0,283966.0,283966.0
11,1822,0,0,2478,1.0,1.0,4.0,7900914.14,1986978.535,5.0,5.0,5.0,223426.0,221012.0
14,1823,0,0,2479,1.0,1.0,2.0,5757218.07,2883609.035,16.0,16.0,16.0,158514.0,158514.0
21,1824,0,0,2493,1.0,1.0,2.0,9174955.39,4592477.695,8.0,8.0,8.0,161070.0,161070.0
4,1826,0,0,2507,1.0,1.0,2.0,7036023.39,3523011.695,9.0,9.0,9.0,184935.0,184935.0
13,1439,0,0,2515,1.0,1.0,3.0,5491243.96,1840081.32,11.0,11.0,11.0,160249.0,160249.0
18,641,0,0,2554,5.0,5.0,2.0,3739870.04,1875185.02,7.0,7.0,7.0,153000.0,153000.0
20,1828,0,1,2559,1.0,1.0,3.0,8191402.59,2742800.86333333,25.0,25.0,25.0,230093.0,230093.0
23,1067,0,0,2580,1.0,1.0,3.0,10177762.83,3411587.61,3.0,3.0,3.0,346065.0,346065.0
10,644,0,0,2601,1.0,1.0,2.0,7850167.92,3930083.96,2.0,2.0,2.0,218338.0,218338.0
18,1832,0,0,2631,1.0,1.0,2.0,8297659.88,4153829.94,6.0,6.0,6.0,149350.0,149350.0
24,1833,0,0,2643,2.0,2.0,3.0,14102586.32,4713195.44,6.0,6.0,6.0,214477.0,214477.0
10,1834,0,0,2656,1.0,1.0,3.0,8069473.8,2693157.93333333,1.0,1.0,1.0,157237.0,157237.0
16,1835,0,0,2661,1.0,1.0,2.0,3145648.03,1577824.015,11.0,11.0,11.0,153859.0,153859.0
12,1076,0,0,2676,4.0,4.0,6.0,21016226.56,4386234.21833333,6.0,4.0,5.0,402276.0,230890.0
24,1838,0,0,2688,3.0,3.0,3.0,6401581.75,2147193.91666667,5.0,5.0,5.0,254357.0,254357.0
15,1840,0,0,2731,1.0,1.0,6.0,7487365.24,2488432.02,5.0,3.0,4.0,210965.0,208902.0
12,1841,0,0,2737,1.0,1.0,6.0,15375631.95,2572105.32333333,30.0,1.0,15.5,176851.0,98445.0
10,1842,0,0,2754,1.0,1.0,3.0,5826153.15,1954384.38333333,4.0,4.0,4.0,226570.0,226570.0
14,1842,0,0,2754,1.0,1.0,3.0,5826153.15,1954384.38333333,4.0,4.0,4.0,226570.0,226570.0
15,1844,0,0,2784,1.0,1.0,3.0,4096597.36,1372199.12,7.0,6.0,6.666666666666667,186559.0,185882.0
15,1845,0,0,2787,1.0,1.0,2.0,10136831.44,5073415.72,18.0,18.0,18.0,176389.0,176389.0
23,1847,0,1,2798,1.0,1.0,3.0,9615716.24,3215238.74666667,9.0,9.0,9.0,271512.0,271512.0
4,1849,0,0,2808,1.0,1.0,3.0,2012556.0,1345204.0,5.0,5.0,5.0,106000.0,106000.0
16,1850,0,0,2816,1.0,1.0,2.0,6221334.08,3115667.04,13.0,13.0,13.0,244550.0,244550.0
22,1461,0,0,2835,1.0,1.0,2.0,5741391.46,2875695.73,5.0,5.0,5.0,153891.0,153891.0
10,1464,0,0,2845,1.0,1.0,2.0,7257382.32,3633691.16,2.0,2.0,2.0,223960.0,223960.0
21,1857,0,0,2906,2.0,2.0,3.0,4158201.22,1398400.40666667,15.0,15.0,15.0,171447.0,171447.0
21,1859,0,0,2933,2.0,2.0,2.0,2288687.75,1149343.875,5.0,5.0,5.0,68500.0,68500.0
7,668,0,0,2958,1.0,1.0,1.0,10000.0,10000.0,8.0,8.0,8.0,149974.0,149974.0
16,1860,0,0,2961,1.0,1.0,3.0,6676534.45,4454356.3,8.0,8.0,8.0,119616.0,119616.0
18,1861,0,0,2967,5.0,5.0,8.0,9910455.81,1283166.17375,4.0,2.0,3.75,282474.0,97097.0
22,673,0,1,3032,1.0,1.0,4.0,9235891.77,2321472.9425,24.0,15.0,17.25,257679.0,244300.0
11,1863,0,0,3035,1.0,1.0,3.0,10995699.78,3684233.26,5.0,5.0,5.0,349025.0,349025.0
20,1480,0,0,3045,2.0,2.0,3.0,9636807.39,3224602.46333333,3.0,3.0,3.0,166591.0,166591.0
24,1864,0,0,3048,1.0,1.0,3.0,13930062.83,4655687.61,4.0,4.0,4.0,300109.0,300109.0
6,1866,0,0,3090,1.0,1.0,6.0,7294573.44,4197884.99,6.0,2.0,4.0,142654.0,110910.0
19,283,0,0,3146,1.0,1.0,6.0,8119769.13,1394700.51666667,11.0,11.0,11.0,155472.0,110986.0
6,1868,0,0,3160,1.0,1.0,3.0,9183703.61,3073567.87,16.0,16.0,16.0,173319.0,173319.0
18,1870,0,0,3186,3.0,3.0,6.0,3647754.06,2327055.42,21.0,20.0,20.5,120540.0,119991.91
11,1871,0,0,3204,1.0,1.0,3.0,6952792.4,2329930.8,8.0,8.0,8.0,193117.0,193117.0
1,1121,0,0,3205,1.0,1.0,2.0,4551048.0,2289024.0,31.0,31.0,31.0,183510.0,183510.0
18,1873,0,0,3228,3.0,3.0,6.0,9931292.58,3076361.64666667,24.0,21.0,22.5,254889.0,208922.0
24,1876,0,0,3251,2.0,2.0,3.0,6223796.37,2084265.45666667,9.0,9.0,9.0,155790.0,155790.0
17,1877,0,0,3253,1.0,1.0,3.0,8041663.61,2706221.20333333,21.0,21.0,21.0,206768.0,206768.0
19,1878,0,0,3267,1.0,1.0,2.0,5155676.65,2582838.325,13.0,13.0,13.0,148141.0,148141.0
16,1882,0,0,3335,1.0,1.0,2.0,5605198.02,2807599.01,2.0,2.0,2.0,206290.0,206290.0
16,1512,0,0,3377,3.0,3.0,7.0,13910940.16,3124578.2,30.0,18.0,24.857142857142858,280517.0,201861.0
16,307,0,0,3407,1.0,1.0,3.0,5965525.65,1998175.21666667,12.0,12.0,12.0,160285.0,160285.0
19,1883,0,0,3451,1.0,1.0,2.0,4259869.83,2134934.915,9.0,9.0,9.0,179124.0,179124.0
14,1885,0,0,3467,1.0,1.0,2.0,4119236.6,2064618.3,19.0,19.0,19.0,186768.0,186768.0
17,1888,0,0,3501,1.0,1.0,5.0,6689171.8,1347634.36,14.0,9.0,11.2,186617.0,160878.0
16,318,0,0,3512,1.0,1.0,3.0,4366369.45,1465456.48333333,11.0,11.0,11.0,197045.0,197045.0
12,324,0,0,3544,1.0,1.0,3.0,10599450.99,3543150.33,9.0,9.0,9.0,172706.0,172706.0
17,1889,0,0,3546,2.0,2.0,3.0,5416928.31,1815642.77,7.0,7.0,7.0,184786.0,184786.0
14,1890,0,0,3554,3.0,3.0,3.0,10532903.68,3524301.22666667,5.0,5.0,5.0,184512.0,184512.0
11,1891,0,0,3555,1.0,1.0,2.0,5092230.74,2551115.37,7.0,7.0,7.0,155083.0,155083.0
20,1892,0,0,3559,1.0,1.0,3.0,6056032.37,2022010.79,11.0,11.0,11.0,154936.0,154936.0
7,1527,0,0,3563,1.0,1.0,5.0,11483400.84,2324080.168,16.0,16.0,16.0,179241.0,159309.0
19,1894,0,0,3584,1.0,1.0,3.0,8337547.38,2792515.79333333,27.0,27.0,27.0,244959.0,244959.0
20,1895,0,0,3589,2.0,2.0,3.0,6835737.88,2288579.29333333,14.0,14.0,14.0,172783.0,172783.0
24,735,0,0,3653,1.0,1.0,3.0,6375185.43,2134728.47666667,21.0,21.0,21.0,187660.0,187660.0
23,1897,0,0,3682,1.0,1.0,3.0,14084639.86,4713879.95333333,11.0,11.0,11.0,287581.0,287581.0
0,1898,0,0,3684,1.0,1.0,5.0,5143636.9,2203672.22,31.0,21.0,27.0,115947.0,110283.81
22,1899,0,1,3698,1.0,1.0,6.0,9651205.87,1679768.64666667,4.0,-1.0,1.5,155012.0,46854.0
18,1900,0,0,3699,2.0,2.0,36.0,18738438.96,3929855.00083333,23.0,15.0,20.0,310759.0,239609.0
21,1901,0,1,3712,1.0,1.0,3.0,9137452.19,3058150.73,5.0,5.0,5.0,158427.0,158427.0
7,1162,0,0,3722,1.0,1.0,2.0,4754761.73,2382380.865,6.0,6.0,6.0,148045.0,148045.0
17,1162,0,0,3722,1.0,1.0,2.0,4754761.73,2382380.865,6.0,6.0,6.0,148045.0,148045.0
20,1907,0,0,3811,1.0,1.0,3.0,7852005.85,2624001.95,7.0,2.0,5.333333333333333,153109.0,150642.0
22,1174,0,0,3839,1.0,1.0,4.0,5656145.53,1425786.3825,8.0,-1.0,5.75,1397193.0,221232.0
14,1908,0,0,3851,2.0,2.0,3.0,8023214.43,2700071.47666667,3.0,3.0,3.0,170713.0,170713.0
22,1908,0,0,3851,2.0,2.0,3.0,8023214.43,2700071.47666667,3.0,3.0,3.0,170713.0,170713.0
16,752,0,0,3869,1.0,1.0,2.0,6730375.18,3370187.59,3.0,3.0,3.0,168215.0,168215.0
3,753,0,0,3877,1.0,1.0,2.0,4799653.12,2413326.56,23.0,23.0,23.0,142879.0,142879.0
22,1911,0,0,3907,1.0,1.0,3.0,4607607.32,1545869.10666667,8.0,8.0,8.0,177532.0,177532.0
21,1912,0,1,3927,1.0,1.0,3.0,9643939.98,3224646.66,16.0,16.0,16.0,217746.0,217746.0
12,1913,0,0,3944,1.0,1.0,4.0,12713004.16,3192501.04,21.0,21.0,21.0,341237.0,341237.0
16,1914,0,0,3951,1.0,1.0,3.0,4599729.8,1543243.26666667,2.0,2.0,2.0,176618.0,176618.0
19,1917,0,0,3965,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,766,0,0,3986,1.0,1.0,3.0,3747427.2,2507614.8,9.0,9.0,9.0,99000.0,99000.0
16,1918,0,0,3992,1.0,1.0,2.0,5469936.04,2739968.02,9.0,9.0,9.0,152739.0,152739.0
22,1920,0,1,4006,1.0,1.0,3.0,9838353.13,3291784.37666667,20.0,20.0,20.0,189331.0,189331.0
16,1921,0,0,4017,1.0,1.0,2.0,3514481.75,1762490.875,2.0,2.0,2.0,150000.0,150000.0
12,362,0,0,4023,2.0,2.0,3.0,4575380.24,1537460.08,13.0,13.0,13.0,166208.0,166208.0
11,773,0,0,4037,1.0,1.0,3.0,8268555.7,2768518.56666667,24.0,24.0,24.0,182595.0,182595.0
12,1924,0,0,4055,1.0,1.0,3.0,7427066.52,2485355.50666667,2.0,2.0,2.0,155371.0,155371.0
10,1563,0,0,4088,1.0,1.0,3.0,4121873.15,1399624.38333333,13.0,13.0,13.0,167102.0,167102.0
12,1193,0,0,4106,1.0,1.0,2.0,3975171.37,1992585.685,8.0,8.0,8.0,171126.0,171126.0
18,1929,0,0,4111,1.0,1.0,5.0,15425075.86,3096415.172,19.0,19.0,19.0,406713.0,406713.0
18,1931,0,0,4126,1.0,1.0,2.0,5116437.5,2563218.75,11.0,11.0,11.0,153113.0,153113.0
21,1933,0,0,4133,1.0,1.0,3.0,3952686.32,2638457.54666667,2.0,2.0,2.0,145687.0,145687.0
22,1935,0,0,4140,1.0,1.0,3.0,9296852.71,3112284.23666667,3.0,3.0,3.0,190469.0,190469.0
16,785,0,0,4165,3.0,3.0,2.0,5975090.55,2992795.275,3.0,3.0,3.0,162900.0,162900.0
17,1577,0,0,4199,1.0,1.0,3.0,10092148.74,3377382.91333333,16.0,16.0,16.0,143608.0,143608.0
20,1577,0,0,4199,1.0,1.0,3.0,10092148.74,3377382.91333333,16.0,16.0,16.0,143608.0,143608.0
0,1944,0,0,4202,1.0,1.0,2.0,4442467.64,2226483.82,8.0,8.0,8.0,181921.0,181921.0
17,1946,0,0,4246,2.0,2.0,3.0,6380942.04,2152647.34666667,18.0,18.0,18.0,132210.0,132210.0
10,1947,0,0,4280,1.0,1.0,3.0,7515988.03,2517662.67666667,9.0,9.0,9.0,167332.0,167332.0
15,1948,0,0,4286,1.0,1.0,3.0,6127197.26,2052065.75333333,2.0,2.0,2.0,164306.0,164306.0
17,1950,0,0,4411,1.0,1.0,3.0,4621753.75,1550584.58333333,7.0,7.0,7.0,185019.0,185019.0
18,1222,0,0,4471,2.0,2.0,3.0,10279526.91,3439842.30333333,8.0,8.0,8.0,197689.0,197689.0
7,1605,0,0,4492,1.0,1.0,2.0,4489688.58,2249844.29,6.0,6.0,6.0,149541.0,149541.0
23,1954,0,0,4515,1.0,1.0,3.0,14164939.07,4731646.35666667,19.0,19.0,19.0,242391.0,242391.0
14,1955,0,0,4531,2.0,2.0,4.0,4978623.5,1990274.645,11.0,6.0,8.5,145700.0,136225.0
13,1956,0,0,4533,1.0,1.0,2.0,4194372.45,2102186.225,2.0,2.0,2.0,190761.0,190761.0
23,1957,0,0,4539,1.0,1.0,3.0,8059058.42,2696019.47333333,1.0,1.0,1.0,130598.0,130598.0
18,1958,0,0,4543,1.0,1.0,2.0,7556155.67,3783077.835,2.0,2.0,2.0,144890.0,144890.0
17,1959,0,0,4545,2.0,2.0,3.0,4056489.76,1362163.25333333,15.0,15.0,15.0,203574.0,203574.0
22,1960,0,0,4588,1.0,1.0,3.0,6153829.4,2060943.13333333,2.0,2.0,2.0,150610.0,150610.0
23,1230,0,0,4609,1.0,1.0,3.0,13733377.13,4596792.37666667,5.0,5.0,5.0,444705.0,444705.0
19,1962,0,0,4620,1.0,1.0,3.0,6687133.31,2239044.43666667,12.0,12.0,12.0,167045.0,167045.0
14,421,0,0,4670,3.0,3.0,3.0,6776471.33,2271157.11,26.0,26.0,26.0,202082.0,202082.0
11,1965,0,0,4671,1.0,1.0,3.0,1806151.4,1207434.26666667,4.0,4.0,4.0,72770.0,72770.0
11,1967,0,0,4734,1.0,1.0,2.0,3223806.64,1630403.32,28.0,28.0,28.0,93200.0,93200.0
18,1969,1,0,4751,1.0,1.0,3.0,15237823.1,5098274.36666667,17.0,17.0,17.0,237078.0,237078.0
14,1970,0,0,4753,2.0,2.0,3.0,6139052.12,2056350.70666667,6.0,6.0,6.0,159232.0,159232.0
4,1973,0,0,4766,1.0,1.0,3.0,7599682.74,2545560.91333333,23.0,23.0,23.0,162749.0,162749.0
22,1975,0,0,4786,2.0,2.0,6.0,50000.0,42000.0,6.0,-1.0,2.5,173156.0,60066.0
15,1976,0,0,4802,2.0,2.0,3.0,5922658.74,1986552.91333333,14.0,14.0,14.0,177602.0,177602.0
15,1977,0,0,4807,2.0,2.0,3.0,4347402.75,1461467.58333333,16.0,16.0,16.0,183333.0,183333.0
5,1978,0,0,18,1.0,1.0,2.0,4826119.35,2418059.675,9.0,9.0,9.0,125710.2,125710.2
9,1978,0,0,18,1.0,1.0,2.0,4826119.35,2418059.675,9.0,9.0,9.0,125710.2,125710.2
12,1979,0,0,27,1.0,1.0,3.0,4910415.29,1646805.09666667,2.0,2.0,2.0,169123.0,169123.0
10,1980,0,0,36,1.0,1.0,3.0,6927487.72,2321495.90666667,8.0,8.0,8.0,210792.0,210792.0
13,1981,0,0,48,2.0,2.0,3.0,4160152.42,1399050.80666667,13.0,13.0,13.0,164733.0,164733.0
